"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct.1-pct.2","dups"
"Cdh12.1",8.02581284788046e-18,0.63102234522321,0.83,0.706,3.00663000907298e-13,"PVH-SO-PVa Otp Glut_subset","Cdh12",0.124,3
"A330008L17Rik",1.49943101591371e-17,-0.867485889523802,0.158,0.347,5.61716847181593e-13,"PVH-SO-PVa Otp Glut_subset","A330008L17Rik",-0.189,3
"Ubash3b",3.16404364407113e-17,0.549755171005417,0.383,0.215,1.18531402994193e-12,"PVH-SO-PVa Otp Glut_subset","Ubash3b",0.168,1
"Dpyd.2",3.59875451898489e-17,0.651576737474078,0.504,0.329,1.34816541790212e-12,"PVH-SO-PVa Otp Glut_subset","Dpyd",0.175,5
"Kirrel3",4.28009203298898e-17,-0.651298980974981,0.457,0.65,1.60340807739833e-12,"PVH-SO-PVa Otp Glut_subset","Kirrel3",-0.193,1
"Tcf4.2",5.63025924577689e-17,-0.912876842701742,0.332,0.503,2.10920771865294e-12,"PVH-SO-PVa Otp Glut_subset","Tcf4",-0.171,6
"Ryr2",1.02278331210078e-16,-0.563221651905016,0.569,0.695,3.83155084379193e-12,"PVH-SO-PVa Otp Glut_subset","Ryr2",-0.126,2
"Prkd1",1.06175942945155e-16,0.660059887723673,0.338,0.184,3.97756317461141e-12,"PVH-SO-PVa Otp Glut_subset","Prkd1",0.154,2
"Kcnq5.1",1.08109729604653e-16,-0.982016016903723,0.387,0.565,4.05000669044952e-12,"PVH-SO-PVa Otp Glut_subset","Kcnq5",-0.178,4
"Gabra1",1.17849522955759e-16,-0.636453322774837,0.168,0.358,4.41487882896864e-12,"PVH-SO-PVa Otp Glut_subset","Gabra1",-0.19,2
"Pip5k1b",1.48939765277044e-16,0.635946506165013,0.383,0.227,5.57958148680862e-12,"PVH-SO-PVa Otp Glut_subset","Pip5k1b",0.156,1
"Gm13629.2",2.99234955941912e-16,-0.710803969473451,0.087,0.252,1.12099399194959e-11,"PVH-SO-PVa Otp Glut_subset","Gm13629",-0.165,5
"Cdh13",3.38224154838572e-16,-0.758571563687521,0.332,0.519,1.26705532885626e-11,"PVH-SO-PVa Otp Glut_subset","Cdh13",-0.187,2
"Tmem108",4.52305267881321e-16,-0.719143212611444,0.306,0.48,1.69442599453701e-11,"PVH-SO-PVa Otp Glut_subset","Tmem108",-0.174,3
"Gm45341.1",7.33029109475023e-16,-0.668895379445054,0.569,0.735,2.74607364991533e-11,"PVH-SO-PVa Otp Glut_subset","Gm45341",-0.166,3
"Fut9",7.38087648505333e-16,-0.571614639291097,0.352,0.536,2.76502394883068e-11,"PVH-SO-PVa Otp Glut_subset","Fut9",-0.184,1
"Camk4.1",1.11370373112386e-15,-0.736091332284658,0.209,0.378,4.17215691753622e-11,"PVH-SO-PVa Otp Glut_subset","Camk4",-0.169,3
"Sorcs3.1",1.16612366941225e-15,-0.77070680872139,0.431,0.59,4.36853249035215e-11,"PVH-SO-PVa Otp Glut_subset","Sorcs3",-0.159,3
"Zfp521",1.64613826446959e-15,-0.84270400125825,0.136,0.301,6.16676316635597e-11,"PVH-SO-PVa Otp Glut_subset","Zfp521",-0.165,3
"Ebf3.1",2.3356012181501e-15,-0.668204180845229,0.176,0.361,8.7496292834339e-11,"PVH-SO-PVa Otp Glut_subset","Ebf3",-0.185,5
"Rorb.1",3.18601149765865e-15,0.714124611992659,0.314,0.172,1.19354362725289e-10,"PVH-SO-PVa Otp Glut_subset","Rorb",0.142,2
"Tmem164",3.48139662369001e-15,0.557044914120651,0.324,0.181,1.30420080316675e-10,"PVH-SO-PVa Otp Glut_subset","Tmem164",0.143,1
"Pcdh7",4.99476989400241e-15,-0.533208093708081,0.67,0.782,1.87114069769118e-10,"PVH-SO-PVa Otp Glut_subset","Pcdh7",-0.112,1
"Crim1",8.90046826611157e-15,-0.667185106156836,0.101,0.26,3.33429342185072e-10,"PVH-SO-PVa Otp Glut_subset","Crim1",-0.159,1
"Dgkg",8.91705404146211e-15,-0.646454559669222,0.113,0.274,3.34050678501254e-10,"PVH-SO-PVa Otp Glut_subset","Dgkg",-0.161,1
"Camk1d.1",2.20228140406984e-14,-0.666896773195632,0.275,0.438,8.25018659592643e-10,"PVH-SO-PVa Otp Glut_subset","Camk1d",-0.163,4
"Xylt1",2.34439709779792e-14,0.604942647027557,0.358,0.22,8.78258040777055e-10,"PVH-SO-PVa Otp Glut_subset","Xylt1",0.138,1
"Arpp21.2",4.88512683309819e-14,-0.770006018185049,0.316,0.477,1.83006621421524e-09,"PVH-SO-PVa Otp Glut_subset","Arpp21",-0.161,6
"Gm32442",6.05390778719584e-14,0.558056713413846,0.281,0.152,2.2679149352393e-09,"PVH-SO-PVa Otp Glut_subset","Gm32442",0.129,1
"Kcnn2",8.93464778701043e-14,-0.54586951583159,0.326,0.506,3.34709775396985e-09,"PVH-SO-PVa Otp Glut_subset","Kcnn2",-0.18,3
"Man1a",1.59979578573626e-13,-0.588842524913541,0.099,0.255,5.99315497252518e-09,"PVH-SO-PVa Otp Glut_subset","Man1a",-0.156,3
"Setbp1.1",7.58854518690582e-13,-0.513896289714585,0.445,0.601,2.84282079791866e-08,"PVH-SO-PVa Otp Glut_subset","Setbp1",-0.156,2
"Dgkb",9.5463288405821e-13,0.574233109866967,0.804,0.762,3.57624571025887e-08,"PVH-SO-PVa Otp Glut_subset","Dgkb",0.042,1
"Ptprm.1",9.81895741891612e-13,0.526834766899871,0.534,0.388,3.67837782827436e-08,"PVH-SO-PVa Otp Glut_subset","Ptprm",0.146,2
"Nr3c2",2.84892704835544e-12,-0.521054588840025,0.417,0.569,1.06726505085491e-07,"PVH-SO-PVa Otp Glut_subset","Nr3c2",-0.152,3
"A330102I10Rik.1",3.02716847080858e-12,-0.526361296997061,0.13,0.281,1.13403785253431e-07,"PVH-SO-PVa Otp Glut_subset","A330102I10Rik",-0.151,2
"Rtl4.1",4.99680900990305e-12,-0.557255863097524,0.381,0.54,1.87190459128988e-07,"PVH-SO-PVa Otp Glut_subset","Rtl4",-0.159,4
"Pam",5.77864635927466e-12,-0.565729547165695,0.502,0.633,2.16479649911147e-07,"PVH-SO-PVa Otp Glut_subset","Pam",-0.131,1
"Sgcz.2",8.92094117889469e-12,-0.505384676023233,0.858,0.853,3.34196298443753e-07,"PVH-SO-PVa Otp Glut_subset","Sgcz",0.005,4
"Stxbp6",1.73133675044306e-11,-0.625423222177909,0.132,0.273,6.48593373450977e-07,"PVH-SO-PVa Otp Glut_subset","Stxbp6",-0.141,2
"St6galnac5.1",1.01181236951054e-10,0.558300546625258,0.368,0.242,3.79045149866037e-06,"PVH-SO-PVa Otp Glut_subset","St6galnac5",0.126,3
"Hs3st4.1",1.04843885579994e-10,-0.638042981257998,0.342,0.494,3.92766164159774e-06,"PVH-SO-PVa Otp Glut_subset","Hs3st4",-0.152,5
"Cacna2d3.1",2.0277185401644e-10,-0.795520790639141,0.194,0.322,7.59623919516386e-06,"PVH-SO-PVa Otp Glut_subset","Cacna2d3",-0.128,4
"Pcdh10.1",2.93963932192289e-10,0.598655428615608,0.33,0.216,1.10124768277875e-05,"PVH-SO-PVa Otp Glut_subset","Pcdh10",0.114,2
"Ryr3.2",4.27423929722339e-10,-0.593444314503331,0.356,0.497,1.60121552552582e-05,"PVH-SO-PVa Otp Glut_subset","Ryr3",-0.141,4
"Plcxd3",5.38403557081258e-10,0.540434477332588,0.429,0.311,2.01696740553781e-05,"PVH-SO-PVa Otp Glut_subset","Plcxd3",0.118,2
"Etl4.2",5.40458252556748e-10,-0.676759586524212,0.393,0.553,2.02466470572809e-05,"PVH-SO-PVa Otp Glut_subset","Etl4",-0.16,3
"Srgap1",6.36897591162713e-10,0.666176957503515,0.401,0.286,2.38594575601375e-05,"PVH-SO-PVa Otp Glut_subset","Srgap1",0.115,1
"Kctd8.2",1.20013912080367e-09,-0.627802852455204,0.204,0.334,4.49596117435469e-05,"PVH-SO-PVa Otp Glut_subset","Kctd8",-0.13,5
"Tox.3",1.33726198110997e-09,0.677128834618386,0.47,0.365,5.00965083363417e-05,"PVH-SO-PVa Otp Glut_subset","Tox",0.105,6
"Ptprk.2",2.95334714271538e-09,-0.516641543566748,0.275,0.408,0.000110638290660404,"PVH-SO-PVa Otp Glut_subset","Ptprk",-0.133,5
"Cpne4.3",5.67837067296449e-09,-0.962128445670251,0.184,0.29,0.000212723122150596,"PVH-SO-PVa Otp Glut_subset","Cpne4",-0.106,7
"Kcnip4.1",6.01551606366865e-09,0.599495922795986,0.848,0.844,0.000225353262777155,"PVH-SO-PVa Otp Glut_subset","Kcnip4",0.004,5
"Iqschfp.1",1.04064415251382e-08,-0.662963070487553,0.65,0.733,0.000389846112414726,"PVH-SO-PVa Otp Glut_subset","Iqschfp",-0.083,3
"Epha7",9.58429878088555e-08,-0.507240923688404,0.194,0.307,0.00359047000929535,"PVH-SO-PVa Otp Glut_subset","Epha7",-0.113,4
"Pde7b",7.51174905291296e-07,0.581042624447284,0.403,0.316,0.0281405143020225,"PVH-SO-PVa Otp Glut_subset","Pde7b",0.087,2
"Ndst4",7.61804894275192e-07,0.587033243622154,0.35,0.261,0.0285387349493373,"PVH-SO-PVa Otp Glut_subset","Ndst4",0.089,3
"Chsy3.2",7.98502420299263e-07,-0.557754663619745,0.377,0.472,0.029913497669251,"PVH-SO-PVa Otp Glut_subset","Chsy3",-0.095,4
"Thsd7b.1",6.67984555018398e-06,0.554823404448711,0.538,0.465,0.250240374000992,"PVH-SO-PVa Otp Glut_subset","Thsd7b",0.073,4
"Sdk1.2",2.65285248838434e-05,-0.553349465579691,0.415,0.48,0.99381159919854,"PVH-SO-PVa Otp Glut_subset","Sdk1",-0.065,4
"Ebf2",1.72925600703763e-177,2.4754520321746,0.885,0.144,6.47813885356437e-173,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ebf2",0.741,1
"Ebf1.2",3.27500154865852e-124,2.18909589255594,0.938,0.246,1.22688108015846e-119,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ebf1",0.692,5
"Pcsk5",3.12212785523237e-104,2.06983032510542,0.67,0.13,1.16961153712715e-99,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pcsk5",0.54,2
"Bnc2",1.17740383495728e-90,1.43478623136611,0.297,0.023,4.41079024651697e-86,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Bnc2",0.274,1
"Hmcn2",5.45337638789316e-85,0.88522844789021,0.263,0.018,2.04294386243254e-80,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Hmcn2",0.245,1
"Zfhx3.3",1.21920329009736e-83,1.672161084203,0.938,0.385,4.56737936536273e-79,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zfhx3",0.553,5
"Pdzrn4.3",9.95561105322397e-77,1.84573413454854,0.967,0.577,3.72957101275876e-72,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pdzrn4",0.39,5
"Kcnip4.2",3.24207115624401e-63,1.55829629085263,1,0.835,1.21454469655213e-58,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnip4",0.165,5
"Ptprt.1",9.52270423455626e-62,1.41568069887875,0.967,0.527,3.56739546034947e-57,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptprt",0.44,3
"Col18a1",3.85649438760069e-60,1.01174267805158,0.335,0.048,1.44471992748297e-55,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Col18a1",0.287,1
"Ptprk.3",5.35252488678768e-58,1.52736647375885,0.837,0.364,2.0051628730884e-53,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptprk",0.473,5
"Cadps2",9.91653869628268e-58,1.56279235479005,0.569,0.155,3.71493372640142e-53,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cadps2",0.414,1
"Tmem132c",6.58762631638181e-57,1.24557658793164,0.478,0.106,2.46785657064295e-52,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tmem132c",0.372,2
"Fras1",6.35227713576053e-50,1.32150619344568,0.612,0.194,2.37969006059861e-45,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Fras1",0.418,1
"Ralyl.1",8.78759372811747e-50,0.990897069785905,0.99,0.933,3.29200836242736e-45,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ralyl",0.0569999999999999,3
"Tox.4",1.57846165028784e-49,1.27583675727272,0.813,0.353,5.9132330343083e-45,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tox",0.46,6
"Unc13c.1",7.98199397262591e-49,1.4351525660063,0.852,0.444,2.99021458202512e-44,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Unc13c",0.408,2
"Fat3.2",2.93023437591679e-48,1.25714657257057,0.904,0.561,1.09772440190595e-43,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Fat3",0.343,3
"Ankfn1",3.66586644132394e-47,1.306158258885,0.579,0.178,1.37330688624878e-42,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ankfn1",0.401,1
"Ncald.1",1.04336786952995e-44,1.23904353522404,0.856,0.463,3.90866471283308e-40,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ncald",0.393,3
"Sntb1",2.25692033012864e-44,1.0454893329541,0.278,0.045,8.45487494072793e-40,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sntb1",0.233,1
"Prkca.2",2.3796981282152e-43,1.23994894375693,0.789,0.371,8.91482512791977e-39,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Prkca",0.418,4
"Lhfpl3.1",1.21812991725147e-42,0.899651257761818,0.995,0.814,4.56335829600746e-38,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Lhfpl3",0.181,3
"Cdh4",1.34261283521286e-42,1.23273731304575,0.756,0.352,5.02969620327441e-38,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cdh4",0.404,3
"Calb1",3.3979469230298e-42,0.89467449166038,0.311,0.058,1.27293887630542e-37,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Calb1",0.253,1
"Hdac9.2",4.75657900393731e-41,1.19561421319284,0.876,0.51,1.78190962645499e-36,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Hdac9",0.366,5
"Ctnna2.1",1.03913844958492e-40,0.799718634226793,1,0.96,3.89282045983504e-36,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ctnna2",0.04,3
"Ppfibp1",7.14945926693772e-40,0.826600549127431,0.287,0.053,2.67833043058021e-35,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ppfibp1",0.234,1
"Tenm2.3",2.14185351081245e-39,0.751785593430027,1,0.901,8.02381162220559e-35,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tenm2",0.099,4
"Chsy3.3",1.50877159330473e-38,1.29348949221701,0.789,0.44,5.65216014283816e-34,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Chsy3",0.349,4
"Arhgap6",8.11866031823769e-38,1.2767662815462,0.474,0.143,3.0414125284182e-33,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Arhgap6",0.331,1
"Col25a1.1",6.52545938566689e-37,1.27437686760373,0.565,0.205,2.44456759505853e-32,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Col25a1",0.36,2
"Kcnb2.2",1.44322889948704e-36,-1.46324554036581,0.603,0.832,5.40662410325834e-32,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnb2",-0.229,3
"Iqgap2",2.95118169159242e-36,0.820805428700455,0.297,0.061,1.10557168530435e-31,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Iqgap2",0.236,1
"Ptprz1",4.18036994078447e-35,1.09301440480294,0.713,0.334,1.56605018721668e-30,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptprz1",0.379,2
"Epha5",4.59114320930421e-35,1.04258931438776,0.943,0.709,1.71993406906954e-30,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Epha5",0.234,2
"Sfmbt2",9.86558078439903e-35,1.02299629213277,0.483,0.158,3.69584387345156e-30,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sfmbt2",0.325,1
"Map3k5",1.35445055024231e-34,0.945962963215246,0.421,0.123,5.07404265131773e-30,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Map3k5",0.298,1
"Dscaml1",3.29976853261776e-34,-1.89684645330908,0.062,0.514,1.23615928768927e-29,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dscaml1",-0.452,2
"Srrm4",4.81334294300247e-34,0.99098282056657,0.66,0.282,1.80317453330759e-29,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Srrm4",0.378,1
"St8sia2",8.27465581868128e-34,0.819097244718459,0.258,0.05,3.09985156279438e-29,"AHN-RCH-LHA Otp Fezf1 Glut_subset","St8sia2",0.208,1
"Glra3",6.32317597862936e-32,1.13086665929394,0.526,0.197,2.36878818511413e-27,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Glra3",0.329,1
"Negr1",5.65255995630695e-31,0.644819402457036,0.995,0.927,2.11756201083171e-26,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Negr1",0.0679999999999999,2
"Gm42772",2.12229257420082e-30,0.765271832049695,0.306,0.074,7.95053244147111e-26,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gm42772",0.232,1
"Galntl6.2",1.11776921391323e-29,-1.87046246575481,0.646,0.819,4.18738702916175e-25,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Galntl6",-0.173,5
"D430041D05Rik",1.19672402603243e-29,0.959951343245837,0.789,0.447,4.48316754632268e-25,"AHN-RCH-LHA Otp Fezf1 Glut_subset","D430041D05Rik",0.342,1
"Cdh18.1",2.56180636385653e-29,-1.2249863822577,0.737,0.885,9.59703900027932e-25,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Cdh18",-0.148,2
"Adgrl3",3.42728149586768e-29,0.613858858421461,1,0.93,1.28392819398195e-24,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Adgrl3",0.07,1
"Nrp1",8.36135710498415e-29,0.964273886957577,0.522,0.199,3.13233159866916e-24,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nrp1",0.323,2
"Grm8",3.33069790489684e-28,0.884743016435139,0.89,0.607,1.24774604913246e-23,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Grm8",0.283,3
"Plxdc2.1",4.58866889636819e-28,0.88317907410532,0.794,0.451,1.71900714195745e-23,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Plxdc2",0.343,2
"Ctnnd2",9.15337885399536e-28,0.643556434912216,0.99,0.954,3.42903878628374e-23,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ctnnd2",0.036,1
"Mdga1",1.81680228788193e-27,0.841043603132383,0.426,0.142,6.8061047308633e-23,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Mdga1",0.284,1
"Zfp536.2",6.50659625434943e-27,-1.84104377861865,0.062,0.44,2.43750108880438e-22,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zfp536",-0.378,3
"Grm1.1",2.14976752072795e-26,0.942826653756658,0.751,0.434,8.05345908615104e-22,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Grm1",0.317,3
"Brinp3.2",5.65428347291082e-26,0.774884560484153,0.952,0.718,2.11820767462185e-21,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Brinp3",0.234,5
"Itpr1",7.94879072405109e-26,0.913768440541328,0.512,0.206,2.97777598104402e-21,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Itpr1",0.306,1
"Slco3a1",2.05262539507082e-25,0.865988972378774,0.617,0.291,7.68954525501432e-21,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Slco3a1",0.326,2
"Ntng1.2",2.70894691844472e-25,-1.76891708294682,0.301,0.609,1.01482569458776e-20,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ntng1",-0.308,5
"Luzp2.2",2.82476754042996e-25,0.879777793196317,0.871,0.544,1.05821441599587e-20,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Luzp2",0.327,4
"Tox3",4.31819975238796e-25,0.873167467390383,0.483,0.189,1.61768399123958e-20,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tox3",0.294,1
"Hs6st3.2",5.46241778249603e-25,0.616371080889714,0.962,0.649,2.04633094967866e-20,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Hs6st3",0.313,4
"Nlgn1",3.60424264021887e-24,0.599668887750405,1,0.96,1.35022137787879e-19,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nlgn1",0.04,1
"Ebf3.2",1.28982334032486e-23,-1.65613172719961,0.01,0.356,4.83193619752498e-19,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ebf3",-0.346,5
"Car10",1.59625713865754e-23,0.655916884148144,0.962,0.786,5.97989849283886e-19,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Car10",0.176,2
"Nrp2",5.97665022287045e-22,0.831556294612142,0.45,0.182,2.23897270649173e-17,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Nrp2",0.268,1
"Gm32647.1",6.73518429015093e-22,-2.5231963307564,0.067,0.392,2.52313473877634e-17,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gm32647",-0.325,3
"Tcerg1l",7.72978533000028e-22,0.989769095256935,0.407,0.158,2.89573218032471e-17,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tcerg1l",0.249,2
"Rapgef5",9.3273480368384e-22,0.880729095260796,0.498,0.222,3.4942111215604e-17,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rapgef5",0.276,1
"Ccser1",1.44276049623412e-21,-0.646271690152737,0.947,0.966,5.40486937099225e-17,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ccser1",-0.019,2
"Frmd5",5.22792936281755e-21,-0.986941524941232,0.56,0.745,1.95848689789871e-16,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Frmd5",-0.185,1
"Col11a1.2",7.27386284426008e-21,-1.89144574832189,0.005,0.315,2.72493449871671e-16,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Col11a1",-0.31,3
"Celf2.2",1.07678172637428e-20,0.588939236076575,0.967,0.804,4.03383970334333e-16,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Celf2",0.163,4
"Sgcd.1",1.59143559297253e-20,0.542081346986093,0.904,0.61,5.96183601839368e-16,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sgcd",0.294,4
"Gm26871.2",1.76724986131595e-20,0.621097296405035,0.957,0.786,6.62047143046182e-16,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gm26871",0.171,5
"Fnbp1l",2.99186208645626e-20,0.733561820139196,0.713,0.424,1.12081137482824e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Fnbp1l",0.289,2
"Pou2f2",4.62661132161398e-20,0.697066838030527,0.306,0.101,1.73322113330303e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pou2f2",0.205,1
"Pde10a",5.23880883369336e-20,-1.38436281761763,0.531,0.704,1.96256256527821e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Pde10a",-0.173,2
"Epb41l4a",6.08979661123249e-20,0.966351492909979,0.316,0.109,2.28135960649991e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Epb41l4a",0.207,2
"Ptprd.3",1.15590176513876e-19,0.514148511198432,1,0.927,4.33023919256281e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Ptprd",0.073,4
"Foxp2.2",1.22268230519692e-19,-2.10088168305294,0.01,0.305,4.58041245172872e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Foxp2",-0.295,5
"Elavl2.1",1.73051132251769e-19,-1.24415149590766,0.297,0.573,6.48284151641577e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Elavl2",-0.276,3
"Kcnh7.3",1.78963865813725e-19,0.860696858327241,0.866,0.704,6.70434434111375e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnh7",0.162,4
"Tmem132d.1",1.86052182102101e-19,0.644881357478182,0.55,0.251,6.9698868459089e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tmem132d",0.299,4
"Tafa1.2",2.2992022495746e-19,-2.29184744535686,0.187,0.474,8.61327146735637e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tafa1",-0.287,4
"Sema6d",2.47823847997469e-19,-1.34440085496935,0.364,0.614,9.2839769936812e-15,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sema6d",-0.25,1
"Gria1.2",3.57111033622119e-19,0.70784723792886,0.871,0.657,1.33780935415518e-14,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gria1",0.214,4
"Sez6l",4.27438807210817e-19,0.784184834582877,0.579,0.303,1.60127125957316e-14,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Sez6l",0.276,1
"Tmeff2.1",6.58446117100908e-19,0.70894472825165,0.876,0.634,2.46667084388342e-14,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tmeff2",0.242,3
"Inpp4b.1",1.01394557734904e-18,0.740165651893599,0.88,0.644,3.79844292186497e-14,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Inpp4b",0.236,3
"Gm43341",4.15947012278946e-18,0.50076675228457,0.268,0.084,1.55822069739939e-13,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Gm43341",0.184,1
"Prr16.2",7.72025364910859e-18,0.645832987578342,0.78,0.523,2.89216142202906e-13,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Prr16",0.257,5
"Tafa2.2",1.67013982913529e-17,-1.29310437348641,0.416,0.646,6.25667782790663e-13,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Tafa2",-0.23,4
"Lcorl.1",1.76270057545451e-17,0.680809640960802,0.689,0.407,6.6034288957677e-13,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Lcorl",0.282,2
"Zim1",2.85753386638406e-17,0.659549050977428,0.282,0.097,1.07048933702479e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zim1",0.185,1
"Dapk1",5.00579039049636e-17,0.692998716238561,0.598,0.324,1.87526919608775e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Dapk1",0.274,1
"Maml3.1",7.96904069853323e-17,-1.33389370648351,0.048,0.317,2.98536202648452e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Maml3",-0.269,2
"Grid2.1",1.25929759352073e-16,-0.737976251348296,0.99,0.976,4.71758064484736e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Grid2",0.014,3
"Necab1",1.70981866600539e-16,0.604612126268505,0.435,0.188,6.40532268658938e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Necab1",0.247,2
"Grid1",2.38027552970703e-16,0.532548189313938,0.919,0.803,8.91698818938849e-12,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Grid1",0.116,3
"Kcnd2.1",3.17209734089971e-16,0.542444776424763,0.986,0.898,1.18833110584785e-11,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnd2",0.088,4
"Kcnh1",3.34733501420151e-16,0.777255454405413,0.488,0.245,1.25397864302017e-11,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Kcnh1",0.243,2
"Fstl5",9.58213134261555e-16,0.582108845243817,0.766,0.478,3.58965804357064e-11,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Fstl5",0.288,2
"Zbtb7c",1.28057451030928e-15,0.643685866131286,0.321,0.125,4.79728823052063e-11,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Zbtb7c",0.196,1
"Rftn1",1.67695790106378e-15,0.620549701747709,0.273,0.096,6.28221968896515e-11,"AHN-RCH-LHA Otp Fezf1 Glut_subset","Rftn1",0.177,1
